player_id,season_id,appearances,game_started,total_sub_on,total_sub_off,mins_played,goals,goals_openplay,goal_assist,goal_assist_deadball,total_att_assist,big_chance_created,big_chance_missed,total_scoring_att,ontarget_scoring_att,total_pass,accurate_pass,total_final_third_passes,successful_final_third_passes,blocked_pass,total_long_balls,accurate_long_balls,total_cross,accurate_cross,corner_taken,final_third_entries,pen_area_entries,carries,progressive_carries,touches,touches_in_final_third,touches_in_opp_box,total_through_ball,total_tackle,won_tackle,times_tackled,duel_won,duel_lost,interception_won,challenge_lost,ball_recovery,dispossessed,outfielder_block,total_clearance,aerial_won,aerial_lost,fouls,was_fouled,yellow_card,second_yellow,red_card,total_offside,penalty_conceded,penalty_won,clean_sheet,total_keeper_sweeper,accurate_keeper_sweeper,poss_won_att_3rd,accurate_launches,accurate_keeper_throws,keeper_throws,total_high_claim,goal_kicks,accurate_goal_kicks,poss_won_def_3rd,poss_won_mid_3rd,penalty_faced,pen_goals_conceded,good_high_claim,goals_conceded,non_penalty_goals,penalties_missed,penalties_scored,saves,own_goals,defensive_contribution,xg,npxg,xa
21614,777,35,34,1,9,2911,0,0,1,0,21,3,3,15,3,1729,1553,350,296,21,86,54,13,3,0,181,25,499,235,2075,273,27,3,57,40,32,130,109,25,11,133,20,16,50,50,31,35,14,5,0,0,1,1,0,5,0,0,7,0,0,0,0,0,0,47,79,0,3,0,45,0,0,0,0,1,280,1.54,1.54,1.5
21737,777,14,8,6,9,703,3,2,1,0,2,1,5,17,6,88,55,53,31,2,5,3,2,0,0,8,11,30,18,180,106,30,1,7,6,16,17,41,0,2,13,7,1,9,8,19,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,9,3,0,0,0,0,30,2.59,2.59,0.08
21785,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
21885,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
21887,777,16,14,2,9,1190,1,0,1,0,13,1,2,11,4,524,444,147,120,21,32,20,23,6,0,50,22,126,54,748,217,35,0,23,16,21,66,72,18,13,73,13,4,6,9,14,26,22,2,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,19,38,0,1,0,23,1,0,0,0,0,124,1.23,1.23,0.7
21912,777,4,1,3,0,103,0,0,0,0,1,0,0,0,0,22,16,5,2,0,6,2,0,0,0,4,0,6,4,43,1,0,0,0,0,0,0,2,1,0,3,0,2,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,0,0,0,0,0,13,0.0,0.0,0.0
21991,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
21998,777,34,30,4,13,2643,5,4,6,0,53,12,3,46,13,931,813,472,397,15,45,30,187,38,71,57,201,488,268,1510,890,107,3,19,11,82,100,148,6,26,84,25,0,13,9,24,16,25,2,1,1,6,0,0,5,0,0,13,0,0,0,0,0,0,28,43,0,1,0,33,5,0,0,0,0,122,4.59,4.59,6.84
22043,777,4,4,0,3,321,0,0,0,0,0,0,0,1,1,133,110,17,9,2,18,9,0,0,0,11,3,26,8,196,12,9,0,5,4,1,20,14,5,3,11,1,5,27,13,10,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,8,3,0,0,0,5,0,0,0,0,1,42,0.01,0.01,0.06
22542,777,19,18,1,2,1636,1,1,3,0,39,5,1,18,9,1073,922,364,268,13,76,36,119,40,57,124,171,255,134,1394,480,46,2,29,18,19,61,70,12,18,76,10,4,24,13,17,17,12,2,0,0,4,0,0,5,0,0,17,0,0,0,0,0,0,23,36,0,2,0,17,1,0,0,0,0,145,1.39,1.39,3.95
22802,777,26,23,3,12,1892,1,0,1,0,10,1,1,13,3,1018,873,208,159,22,44,19,7,1,0,91,19,215,80,1337,213,29,3,56,36,20,115,95,35,11,130,8,7,48,31,45,19,8,7,0,0,1,1,0,5,0,0,7,0,0,0,0,0,0,59,64,0,2,0,25,1,0,0,0,0,278,0.72,0.72,0.84
22857,777,34,34,0,0,3060,0,0,0,0,1,0,0,0,0,879,706,50,14,0,295,128,0,0,0,49,0,103,42,1160,1,1,0,0,0,0,22,2,1,1,235,0,0,43,16,1,0,4,8,0,0,0,0,0,15,17,16,0,0,113,118,20,105,80,68,3,1,0,14,29,0,0,0,78,0,0,0.0,0.0,0.13
23194,777,25,15,10,4,1437,1,1,4,1,21,7,1,12,3,811,708,217,165,5,85,43,61,19,37,114,87,160,87,1081,239,22,2,27,16,12,66,66,30,20,85,6,8,34,23,15,20,13,8,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,32,47,0,3,0,21,1,0,0,0,0,183,0.82,0.82,2.27
23396,777,35,35,0,6,3066,9,4,21,9,136,33,8,85,24,1994,1639,871,662,20,230,138,183,55,90,353,326,383,216,2647,965,91,39,54,32,51,124,148,20,39,167,30,5,42,21,33,25,35,5,0,0,4,1,0,7,0,0,16,0,0,0,0,0,0,54,97,0,4,0,46,5,2,4,0,0,287,10.79,6.11,12.28
23581,777,3,0,3,0,15,0,0,0,0,0,0,0,0,0,13,11,3,1,0,2,0,0,0,0,2,1,3,0,23,7,0,0,3,1,1,3,2,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,4,0.0,0.0,0.0
23593,777,36,36,0,10,3100,1,0,0,0,8,2,2,12,4,2168,1943,318,249,14,144,66,3,1,0,241,30,487,281,2638,114,19,4,53,28,7,220,99,29,10,117,5,24,190,124,50,33,41,7,0,0,0,1,0,8,0,0,1,0,0,0,0,22,22,70,46,0,3,0,45,1,0,0,0,0,293,1.19,1.19,0.98
23599,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
23659,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
23702,777,30,21,9,17,1844,3,3,4,0,44,5,1,30,10,657,586,372,329,8,37,24,91,13,7,40,105,349,199,1005,613,66,1,14,7,50,59,78,8,9,68,22,2,14,3,9,12,12,0,0,0,3,0,0,2,0,0,8,0,0,0,0,0,0,23,37,0,5,0,26,3,0,0,0,0,106,2.77,2.77,3.02
23704,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
23747,777,26,24,2,19,1814,6,3,2,0,26,5,9,48,20,517,423,268,203,23,26,17,70,15,4,65,86,272,157,937,496,84,4,19,13,63,100,113,3,12,57,26,0,13,8,26,13,40,3,0,1,5,0,1,2,0,0,10,0,0,0,0,0,0,22,25,0,1,0,28,3,0,3,0,0,91,8.77,6.43,3.38
23764,777,30,23,7,7,2056,0,0,0,0,10,4,2,13,8,882,713,287,206,24,84,34,51,10,0,145,61,321,170,1485,412,38,0,44,27,72,121,133,18,10,111,29,3,52,23,26,28,21,4,0,0,4,0,0,8,0,0,10,0,0,0,0,0,0,60,41,0,0,0,31,0,0,0,0,0,116,0.9,0.9,1.77
23793,777,30,28,2,0,2532,1,0,0,0,10,0,0,13,2,1706,1497,232,157,21,154,56,14,3,0,190,37,510,296,2130,102,19,0,62,36,27,151,94,22,7,119,17,21,99,39,33,28,40,5,0,0,0,1,1,7,0,0,2,0,0,0,0,72,72,69,48,0,3,0,40,1,0,0,0,0,205,1.71,1.71,0.35
23811,777,37,36,1,2,3206,2,1,3,1,36,5,2,46,19,1325,1084,424,306,31,150,47,142,29,23,186,145,392,223,2387,721,68,0,96,62,68,216,170,47,37,164,28,17,88,39,39,30,52,6,0,1,4,1,0,9,0,0,11,0,0,0,0,0,0,95,58,0,4,0,47,2,0,0,0,0,247,2.01,2.01,3.97
23813,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
23815,777,34,18,16,9,1929,1,1,2,0,21,4,3,23,7,1647,1509,551,480,15,91,62,15,1,2,222,60,473,204,2013,504,51,13,40,24,35,102,99,18,21,144,23,6,29,11,27,17,29,2,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,53,82,0,3,0,37,1,0,0,0,0,237,2.21,2.21,2.77
23841,777,38,38,0,1,3414,2,2,7,3,56,12,0,45,14,1793,1564,593,490,51,131,60,207,53,110,262,251,463,192,2654,762,27,10,120,71,31,209,132,59,46,184,15,10,85,30,17,39,42,12,0,0,0,0,0,11,0,0,15,0,0,0,0,0,0,83,86,0,3,0,50,2,0,0,0,0,458,2.1,2.1,6.18
23911,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
23946,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
23968,777,37,37,0,5,3285,10,8,6,0,47,13,4,84,32,1068,797,529,375,26,60,37,50,3,1,108,123,415,223,1805,874,181,20,42,23,156,158,284,13,23,139,80,3,32,26,62,46,49,7,0,0,3,1,0,7,0,0,26,0,0,0,0,0,0,51,62,0,1,0,48,10,0,0,0,0,230,6.84,6.84,4.32
24252,777,34,29,5,7,2616,1,1,3,0,29,5,4,24,6,1132,962,347,270,9,67,41,57,17,0,125,112,243,137,1785,542,47,3,53,30,25,135,92,27,21,135,16,9,92,52,21,25,14,5,0,0,4,0,0,5,0,0,9,0,0,0,0,0,0,67,59,0,3,0,40,1,0,0,0,0,180,1.93,1.93,2.57
24334,777,38,36,2,5,3253,1,1,2,0,29,4,3,19,7,1107,809,354,235,62,146,39,104,22,0,109,108,328,209,2025,545,55,2,101,63,54,170,136,34,21,187,26,12,100,26,41,23,28,6,0,0,5,0,0,12,0,0,6,0,0,0,0,0,0,101,80,0,4,0,47,1,0,0,0,0,245,1.59,1.59,2.53
24369,777,36,22,14,12,1968,3,2,3,0,19,6,2,31,9,568,441,204,145,10,80,24,69,22,2,76,77,182,107,993,340,74,1,23,14,43,86,97,12,11,96,15,2,37,11,28,15,36,1,0,0,3,0,0,5,0,0,7,0,0,0,0,0,0,59,30,0,2,0,32,3,0,0,0,0,74,3.01,3.01,2.51
24626,777,21,12,9,11,923,1,1,0,0,19,3,2,11,5,653,588,180,141,11,49,29,43,11,33,73,57,146,74,852,203,16,0,23,13,10,52,40,15,6,52,3,4,12,9,12,13,15,3,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,26,23,0,1,0,15,1,0,0,0,0,105,0.53,0.53,1.42
24630,777,32,20,12,8,1957,11,8,4,0,20,5,10,61,26,317,197,165,99,11,17,10,18,0,0,36,24,96,54,726,323,125,2,27,16,50,139,189,5,12,61,30,3,51,69,104,23,33,5,0,0,10,0,0,3,0,0,15,0,0,0,0,0,0,19,27,0,2,0,27,11,0,0,0,0,147,8.64,8.64,1.46
24659,777,35,32,3,0,2972,1,0,2,0,11,5,4,20,6,1753,1457,257,126,14,247,88,1,1,0,179,23,379,217,2245,143,80,0,31,14,13,144,114,37,9,139,10,41,209,89,73,20,17,7,0,0,2,1,1,9,0,0,1,0,0,0,0,65,53,82,56,0,4,0,44,1,0,0,0,1,319,2.24,2.24,1.71
24797,777,22,14,8,11,1168,0,0,1,0,15,1,1,24,5,324,264,129,93,20,20,7,42,10,9,45,54,120,44,555,219,23,4,23,17,25,44,59,10,12,62,19,3,13,7,11,11,7,1,0,0,2,0,0,3,0,0,12,0,0,0,0,0,0,22,28,0,2,0,9,0,0,0,0,0,111,1.37,1.37,1.91
24807,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
24983,777,33,33,0,3,2960,0,0,1,0,22,1,0,9,2,1188,948,404,308,22,163,53,93,20,0,214,154,224,132,2016,537,23,2,51,28,31,139,125,30,30,107,11,9,145,50,38,29,28,6,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,58,39,0,2,0,47,0,0,0,0,1,231,0.28,0.28,2.46
25067,777,18,17,1,8,1418,1,1,3,0,15,0,2,7,4,818,722,238,198,13,46,31,2,0,2,102,34,182,83,1048,189,11,4,37,17,32,116,88,18,19,65,15,8,20,36,20,17,30,5,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,25,35,0,0,0,15,1,0,0,0,0,149,0.53,0.53,0.84
25183,777,35,24,11,8,2198,5,3,0,0,11,1,4,26,14,898,698,267,159,14,75,34,14,0,0,119,27,124,49,1230,265,57,1,43,24,15,136,127,16,24,66,8,15,83,68,54,37,22,3,0,1,5,0,0,6,0,0,3,0,0,0,0,0,0,24,39,0,3,0,41,5,0,0,0,0,224,5.73,5.73,0.52
25267,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
25408,777,28,17,11,3,1685,0,0,0,0,8,1,1,11,3,743,640,152,119,11,54,26,9,2,0,84,30,156,73,1008,152,14,1,37,21,8,63,49,19,12,71,3,10,47,12,14,15,7,2,0,0,1,0,0,3,0,0,5,0,0,0,0,1,1,40,26,0,1,0,23,0,0,0,0,0,113,0.79,0.79,0.85
25474,777,37,37,0,10,3200,17,14,4,0,39,8,7,83,41,936,749,459,341,57,52,26,49,8,0,76,138,456,242,1702,938,176,5,45,32,137,184,271,13,20,143,63,7,29,59,61,56,21,7,0,0,19,1,0,11,0,0,24,0,0,0,0,0,0,47,72,0,3,0,52,16,1,1,0,0,236,11.1,9.54,3.12
25892,777,24,17,7,3,1491,0,0,0,0,3,1,0,11,2,954,829,122,71,8,97,35,7,0,0,100,62,241,135,1305,114,21,0,27,12,5,120,79,25,9,45,4,11,135,79,44,21,13,8,0,0,0,0,0,4,0,0,0,0,0,0,0,5,5,32,13,0,3,0,25,0,0,0,0,0,192,0.62,0.62,0.28
26151,777,33,33,0,1,2877,0,0,1,0,7,3,2,16,4,2275,1958,386,227,5,362,166,15,4,0,331,43,556,335,2749,111,35,0,45,27,4,141,82,36,16,114,3,19,229,79,31,31,13,7,0,1,0,0,0,8,0,0,1,0,0,0,0,13,11,65,48,0,3,0,44,0,0,0,0,0,329,1.43,1.43,1.83
26335,777,28,19,9,13,1636,5,5,2,0,17,4,5,49,16,798,711,329,275,12,26,13,43,10,28,79,69,244,134,1098,483,72,7,10,4,42,48,71,10,6,58,16,1,20,3,5,19,15,2,0,0,4,0,0,2,0,0,15,0,0,0,0,0,0,18,25,0,1,0,18,5,0,0,0,0,100,4.61,4.61,2.35
26408,777,36,21,15,20,1759,6,4,2,0,30,5,2,49,13,658,536,287,224,25,39,24,10,0,4,74,48,182,98,1051,389,73,5,49,27,55,124,152,15,22,109,35,4,20,21,37,41,45,6,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,47,48,0,0,0,24,6,0,0,0,0,197,3.38,3.38,2.23
26681,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
26974,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
27277,777,34,31,3,4,2710,1,1,4,0,39,6,1,20,6,1445,1268,403,331,40,90,43,43,13,1,153,49,221,158,2029,516,84,2,55,40,9,120,108,32,22,113,7,8,87,36,33,45,29,8,0,1,5,0,0,9,0,0,5,0,0,0,0,0,0,45,63,0,1,0,37,1,0,0,0,0,182,2.34,2.34,3.23
31442,777,24,8,16,6,849,1,0,1,0,5,1,3,16,6,151,105,79,52,7,1,1,3,1,0,12,4,76,40,324,158,42,0,6,3,36,65,130,3,5,26,20,0,9,35,76,14,16,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,5,15,0,2,0,27,1,0,0,0,0,44,2.14,2.14,0.22
31642,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
31671,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
31861,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
31873,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
31883,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
31904,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
31936,777,32,32,0,11,2786,6,4,3,0,30,7,3,43,22,941,790,413,327,25,19,6,55,7,0,47,63,476,250,1576,772,102,3,70,43,125,191,218,16,27,178,64,2,19,11,36,30,37,2,0,0,12,0,0,5,0,0,26,0,0,0,0,0,0,68,84,0,2,0,44,4,0,2,0,0,283,6.68,5.12,4.41
32159,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
32229,777,34,32,2,6,2798,1,1,2,1,53,8,0,32,8,1470,1102,567,382,34,294,134,237,61,73,338,270,343,204,2429,663,39,4,76,50,35,140,130,31,38,133,9,10,102,19,25,32,26,10,0,0,1,0,0,9,0,0,9,0,0,0,0,0,0,79,45,0,3,0,40,1,0,0,0,0,218,1.05,1.05,4.37
32280,777,4,4,0,0,360,0,0,0,0,0,0,0,0,0,118,87,12,1,0,41,13,0,0,0,12,2,15,3,158,0,0,0,2,1,0,5,0,0,0,35,0,0,6,1,0,0,1,0,0,0,0,0,0,1,8,7,0,0,13,13,2,15,9,7,0,1,1,2,6,0,0,0,14,0,0,0.0,0.0,0.0
32289,777,6,1,5,0,100,1,0,0,0,0,0,0,2,1,25,20,6,5,1,2,2,5,1,3,1,7,6,4,45,18,2,0,3,2,3,5,6,0,0,5,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,4,1,0,0,0,0,8,0.7,0.7,0.03
32638,777,31,27,4,0,2528,3,0,0,0,4,0,3,23,8,1171,963,192,98,9,198,89,4,1,0,160,26,269,138,1600,78,40,0,40,25,2,134,71,49,14,103,2,30,194,84,39,16,9,2,0,0,2,0,0,6,0,0,2,0,0,0,0,0,0,60,41,0,4,0,43,3,0,0,0,2,313,2.47,2.47,0.7
32728,777,36,26,10,16,2230,14,8,1,0,20,4,13,55,22,319,199,198,119,9,3,1,8,3,0,27,24,118,63,652,384,142,4,7,5,55,74,160,1,8,55,25,3,19,30,67,35,31,5,0,0,4,0,0,4,0,0,20,0,0,0,0,0,0,5,30,0,0,0,14,11,0,3,0,0,85,12.26,9.92,1.94
32894,777,36,32,4,16,2747,7,7,5,0,54,10,8,87,21,750,589,434,339,20,26,15,87,11,33,60,113,391,212,1316,782,187,5,28,14,63,162,172,13,14,87,28,4,21,56,54,42,44,3,0,0,30,0,1,6,0,0,20,0,0,0,0,0,0,22,45,0,2,0,39,7,0,0,0,0,152,8.35,8.35,4.67
33032,777,36,32,4,24,2759,6,5,1,0,31,3,10,70,22,465,356,194,137,15,8,4,4,0,0,25,21,144,62,839,413,140,3,13,5,55,113,171,8,8,80,39,6,29,47,85,26,37,2,0,0,30,0,2,2,0,0,19,0,0,0,0,0,0,17,44,0,5,0,40,6,0,0,0,0,135,10.64,10.64,1.48
33046,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
33124,777,34,33,1,2,2937,0,0,1,0,12,2,4,31,5,1839,1627,253,171,15,153,71,2,0,0,185,21,321,175,2295,136,58,1,39,23,10,174,139,31,17,118,8,19,207,110,87,27,22,5,0,0,5,0,0,6,0,0,1,0,0,0,0,70,70,53,64,0,5,0,48,0,0,0,0,0,297,3.06,3.06,0.76
33162,777,28,19,9,18,1568,8,8,1,0,20,4,4,35,15,332,253,144,107,8,28,22,37,7,0,35,50,226,139,708,340,77,2,23,15,84,88,134,12,13,61,31,1,16,12,20,18,14,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,17,33,0,4,0,26,8,0,0,0,0,113,5.25,5.25,1.32
33185,777,5,1,4,1,110,0,0,0,0,1,0,0,5,0,82,69,50,41,3,5,1,3,1,0,11,7,27,10,103,60,9,1,0,0,1,3,2,0,0,4,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,6,0.29,0.29,0.08
33231,777,36,36,0,1,3233,6,2,7,4,78,14,4,71,23,2187,1919,791,660,26,209,130,205,68,104,293,258,529,272,2996,1051,69,7,56,32,51,131,155,30,39,187,27,8,58,19,24,41,30,8,0,1,2,0,0,8,0,0,20,0,0,0,0,0,0,75,92,0,3,0,52,6,1,0,0,0,338,4.76,3.98,6.83
33245,777,20,11,9,8,984,0,0,0,0,6,0,0,5,0,543,474,163,134,17,40,19,13,4,0,73,18,135,91,798,151,14,2,28,16,11,68,40,14,3,46,4,2,54,18,14,12,14,3,0,0,0,0,0,2,0,0,4,0,0,0,0,1,1,22,20,0,1,0,10,0,0,0,0,0,94,0.19,0.19,0.35
33280,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
33342,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
35670,777,36,26,10,16,2316,4,3,1,0,10,1,5,44,14,493,318,185,109,16,19,9,3,0,0,59,17,85,38,829,320,97,4,9,3,43,121,231,4,14,37,27,7,38,80,124,52,21,4,0,0,10,0,0,2,0,0,7,0,0,0,0,0,0,5,25,0,2,0,41,3,1,1,0,0,95,5.3,3.74,1.12
35699,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
35718,777,12,5,7,5,432,0,0,0,0,0,0,0,1,0,146,121,17,9,1,20,11,1,1,0,13,1,21,6,224,14,7,0,8,4,2,20,28,5,3,13,1,6,30,11,16,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,10,3,0,0,0,5,0,0,0,0,0,49,0.2,0.2,0.01
35731,777,3,0,3,0,13,0,0,0,0,0,0,0,0,0,9,8,2,1,0,1,1,0,0,0,2,0,1,0,14,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0
